timestamp,RAW_ACCEL_X,RAW_ACCEL_Y,RAW_ACCEL_Z,RAW_TEMP,RAW_GYRO_X,RAW_GYRO_Y,RAW_GYRO_Z
1.680681047302335978e+09,1.628800000000000000e+04,1.360000000000000000e+02,1.704000000000000000e+03,-4.944000000000000000e+03,1.273300000000000000e+04,-1.149400000000000000e+04,-1.257400000000000000e+04
1.680681047307641506e+09,1.628000000000000000e+04,1.400000000000000000e+02,1.812000000000000000e+03,-4.960000000000000000e+03,1.273100000000000000e+04,-1.149200000000000000e+04,-1.257200000000000000e+04
1.680681047309822559e+09,1.627600000000000000e+04,7.200000000000000000e+01,1.920000000000000000e+03,-4.992000000000000000e+03,1.273200000000000000e+04,-1.149200000000000000e+04,-1.257200000000000000e+04
1.680681047314964771e+09,1.624400000000000000e+04,1.280000000000000000e+02,1.972000000000000000e+03,-4.976000000000000000e+03,1.273200000000000000e+04,-1.149200000000000000e+04,-1.257200000000000000e+04
1.680681047319384813e+09,1.615600000000000000e+04,1.200000000000000000e+02,1.828000000000000000e+03,-4.992000000000000000e+03,1.273200000000000000e+04,-1.149200000000000000e+04,-1.257200000000000000e+04
1.680681047320916176e+09,1.628000000000000000e+04,-4.000000000000000000e+00,1.944000000000000000e+03,-4.976000000000000000e+03,1.273200000000000000e+04,-1.149200000000000000e+04,-1.257200000000000000e+04
1.680681047329229355e+09,1.621200000000000000e+04,1.560000000000000000e+02,1.872000000000000000e+03,-4.992000000000000000e+03,1.273200000000000000e+04,-1.149200000000000000e+04,-1.257200000000000000e+04
1.680681047331579685e+09,1.626800000000000000e+04,1.640000000000000000e+02,1.872000000000000000e+03,-4.992000000000000000e+03,1.273200000000000000e+04,-1.149200000000000000e+04,-1.257200000000000000e+04
1.680681047340276480e+09,1.627600000000000000e+04,1.680000000000000000e+02,2.072000000000000000e+03,-4.960000000000000000e+03,1.273200000000000000e+04,-1.149200000000000000e+04,-1.257200000000000000e+04
1.680681047343372822e+09,1.623600000000000000e+04,1.560000000000000000e+02,1.836000000000000000e+03,-4.976000000000000000e+03,1.273200000000000000e+04,-1.149200000000000000e+04,-1.257200000000000000e+04
1.680681047344964981e+09,1.631600000000000000e+04,2.080000000000000000e+02,1.888000000000000000e+03,-4.960000000000000000e+03,1.273200000000000000e+04,-1.149200000000000000e+04,-1.257200000000000000e+04
1.680681047346469164e+09,1.624400000000000000e+04,1.960000000000000000e+02,1.768000000000000000e+03,-4.960000000000000000e+03,1.273200000000000000e+04,-1.149200000000000000e+04,-1.257200000000000000e+04
1.680681047348217010e+09,1.626000000000000000e+04,1.400000000000000000e+02,1.820000000000000000e+03,-4.992000000000000000e+03,1.273200000000000000e+04,-1.149200000000000000e+04,-1.257200000000000000e+04
1.680681047350445747e+09,1.626000000000000000e+04,1.800000000000000000e+02,1.932000000000000000e+03,-4.976000000000000000e+03,1.273200000000000000e+04,-1.149200000000000000e+04,-1.257200000000000000e+04
1.680681047353499413e+09,1.628000000000000000e+04,1.640000000000000000e+02,1.956000000000000000e+03,-4.992000000000000000e+03,1.273200000000000000e+04,-1.149200000000000000e+04,-1.257200000000000000e+04
1.680681047358370781e+09,1.640400000000000000e+04,4.640000000000000000e+02,1.868000000000000000e+03,-5.008000000000000000e+03,3.981000000000000000e+03,1.880000000000000000e+03,7.040000000000000000e+02
1.680681047361307144e+09,1.628000000000000000e+04,2.080000000000000000e+02,2.012000000000000000e+03,-4.992000000000000000e+03,-1.604000000000000000e+03,-8.240000000000000000e+02,-3.900000000000000000e+01
1.680681047362932920e+09,1.627200000000000000e+04,1.800000000000000000e+02,1.976000000000000000e+03,-4.992000000000000000e+03,-8.040000000000000000e+02,-4.460000000000000000e+02,-9.600000000000000000e+02
1.680681047363661289e+09,1.627200000000000000e+04,1.440000000000000000e+02,1.892000000000000000e+03,-4.992000000000000000e+03,-1.270000000000000000e+02,-4.170000000000000000e+02,-1.241000000000000000e+03
1.680681047364422798e+09,1.632800000000000000e+04,1.360000000000000000e+02,1.948000000000000000e+03,-4.960000000000000000e+03,1.680000000000000000e+02,-7.710000000000000000e+02,-1.169000000000000000e+03
1.680681047365284443e+09,1.616000000000000000e+04,1.920000000000000000e+02,1.936000000000000000e+03,-4.976000000000000000e+03,9.200000000000000000e+01,-1.514000000000000000e+03,-1.033000000000000000e+03
1.680681047366024017e+09,1.616000000000000000e+04,1.920000000000000000e+02,1.936000000000000000e+03,-4.976000000000000000e+03,-2.200000000000000000e+02,-2.076000000000000000e+03,-9.300000000000000000e+02
1.680681047366853714e+09,1.628400000000000000e+04,1.680000000000000000e+02,1.948000000000000000e+03,-4.976000000000000000e+03,-9.140000000000000000e+02,-3.149000000000000000e+03,-9.020000000000000000e+02
1.680681047369029522e+09,1.626400000000000000e+04,2.200000000000000000e+02,1.876000000000000000e+03,-5.008000000000000000e+03,-1.504000000000000000e+03,-5.182000000000000000e+03,-9.300000000000000000e+02
1.680681047370550632e+09,1.621600000000000000e+04,1.240000000000000000e+02,1.808000000000000000e+03,-4.960000000000000000e+03,-2.431000000000000000e+03,-6.891000000000000000e+03,-7.690000000000000000e+02
1.680681047371289968e+09,1.625200000000000000e+04,5.200000000000000000e+01,1.932000000000000000e+03,-4.960000000000000000e+03,-3.294000000000000000e+03,-8.692000000000000000e+03,-7.870000000000000000e+02
1.680681047372637749e+09,1.624400000000000000e+04,1.720000000000000000e+02,1.884000000000000000e+03,-4.976000000000000000e+03,-1.870000000000000000e+03,-9.161000000000000000e+03,-9.720000000000000000e+02
1.680681047374980688e+09,1.599200000000000000e+04,6.800000000000000000e+01,1.788000000000000000e+03,-5.008000000000000000e+03,2.340000000000000000e+02,-6.339000000000000000e+03,-8.460000000000000000e+02
1.680681047376350164e+09,1.629600000000000000e+04,2.320000000000000000e+02,1.936000000000000000e+03,-5.024000000000000000e+03,1.430000000000000000e+02,-5.964000000000000000e+03,-8.420000000000000000e+02
1.680681047380561829e+09,1.622400000000000000e+04,2.240000000000000000e+02,1.804000000000000000e+03,-4.960000000000000000e+03,-7.150000000000000000e+02,3.150000000000000000e+02,-1.320000000000000000e+02
1.680681047381299496e+09,1.614000000000000000e+04,2.160000000000000000e+02,1.872000000000000000e+03,-4.992000000000000000e+03,-6.510000000000000000e+02,-1.120000000000000000e+02,1.570000000000000000e+02
1.680681047383504868e+09,1.626400000000000000e+04,1.120000000000000000e+02,1.860000000000000000e+03,-4.960000000000000000e+03,-6.490000000000000000e+02,4.100000000000000000e+01,3.600000000000000000e+01
1.680681047384848356e+09,1.620000000000000000e+04,1.760000000000000000e+02,1.728000000000000000e+03,-4.992000000000000000e+03,-6.340000000000000000e+02,5.900000000000000000e+01,2.700000000000000000e+01
1.680681047386286497e+09,1.632800000000000000e+04,7.200000000000000000e+01,1.900000000000000000e+03,-4.976000000000000000e+03,-6.690000000000000000e+02,5.000000000000000000e+00,3.200000000000000000e+01
1.680681047387869120e+09,1.620000000000000000e+04,1.400000000000000000e+02,1.756000000000000000e+03,-4.992000000000000000e+03,-6.110000000000000000e+02,4.000000000000000000e+00,3.400000000000000000e+01
1.680681047389200926e+09,1.632800000000000000e+04,2.160000000000000000e+02,1.828000000000000000e+03,-4.976000000000000000e+03,-6.390000000000000000e+02,5.000000000000000000e+01,4.700000000000000000e+01
1.680681047390729666e+09,1.629200000000000000e+04,2.720000000000000000e+02,1.824000000000000000e+03,-4.960000000000000000e+03,-6.760000000000000000e+02,3.600000000000000000e+01,2.700000000000000000e+01
1.680681047391443729e+09,1.612400000000000000e+04,1.720000000000000000e+02,1.788000000000000000e+03,-4.992000000000000000e+03,-6.400000000000000000e+02,1.500000000000000000e+01,3.500000000000000000e+01
1.680681047392814398e+09,1.631200000000000000e+04,1.040000000000000000e+02,1.932000000000000000e+03,-4.992000000000000000e+03,-6.170000000000000000e+02,4.000000000000000000e+01,5.300000000000000000e+01
1.680681047394258976e+09,1.612400000000000000e+04,1.280000000000000000e+02,2.040000000000000000e+03,-4.992000000000000000e+03,-6.380000000000000000e+02,3.800000000000000000e+01,5.600000000000000000e+01
1.680681047394993067e+09,1.624000000000000000e+04,2.080000000000000000e+02,1.820000000000000000e+03,-4.976000000000000000e+03,-6.820000000000000000e+02,2.500000000000000000e+01,-3.000000000000000000e+00
1.680681047396358967e+09,1.620000000000000000e+04,2.240000000000000000e+02,1.816000000000000000e+03,-4.992000000000000000e+03,-6.440000000000000000e+02,1.500000000000000000e+01,3.000000000000000000e+00
1.680681047397807598e+09,1.639200000000000000e+04,2.240000000000000000e+02,1.820000000000000000e+03,-4.976000000000000000e+03,-6.510000000000000000e+02,3.400000000000000000e+01,4.900000000000000000e+01
1.680681047399839163e+09,1.635600000000000000e+04,1.560000000000000000e+02,1.776000000000000000e+03,-4.944000000000000000e+03,-6.480000000000000000e+02,4.100000000000000000e+01,2.800000000000000000e+01
1.680681047402667522e+09,1.611200000000000000e+04,1.040000000000000000e+02,1.884000000000000000e+03,-5.024000000000000000e+03,-6.260000000000000000e+02,4.300000000000000000e+01,3.900000000000000000e+01
1.680681047403372288e+09,1.616800000000000000e+04,2.040000000000000000e+02,1.816000000000000000e+03,-4.976000000000000000e+03,-6.650000000000000000e+02,5.300000000000000000e+01,3.100000000000000000e+01
1.680681047404805660e+09,1.614400000000000000e+04,1.880000000000000000e+02,1.804000000000000000e+03,-4.992000000000000000e+03,-6.750000000000000000e+02,1.200000000000000000e+01,3.000000000000000000e+01
1.680681047406163931e+09,1.622000000000000000e+04,2.600000000000000000e+02,1.924000000000000000e+03,-4.976000000000000000e+03,-6.020000000000000000e+02,2.200000000000000000e+01,3.900000000000000000e+01
1.680681047407709360e+09,1.626800000000000000e+04,2.080000000000000000e+02,1.820000000000000000e+03,-4.976000000000000000e+03,-6.520000000000000000e+02,4.600000000000000000e+01,2.900000000000000000e+01
