timestamp,ACCEL_X,ACCEL_Y,ACCEL_Z,GYRO_X,GYRO_Y,GYRO_Z,TEMP
1.680087331197628260e+09,1.668800000000000000e+04,-3.720000000000000000e+02,2.644000000000000000e+03,-2.600000000000000000e+01,-2.900000000000000000e+01,5.800000000000000000e+01,-4.032000000000000000e+03
1.680087331199303865e+09,1.673200000000000000e+04,-2.240000000000000000e+02,2.560000000000000000e+03,-5.700000000000000000e+01,-1.900000000000000000e+01,7.500000000000000000e+01,-4.000000000000000000e+03
1.680087331201857328e+09,1.664800000000000000e+04,-2.520000000000000000e+02,2.584000000000000000e+03,-2.700000000000000000e+01,-1.200000000000000000e+01,6.200000000000000000e+01,-4.016000000000000000e+03
1.680087331203214169e+09,1.666400000000000000e+04,-2.080000000000000000e+02,2.440000000000000000e+03,-2.400000000000000000e+01,2.900000000000000000e+01,5.500000000000000000e+01,-4.016000000000000000e+03
1.680087331206051826e+09,1.662000000000000000e+04,-2.520000000000000000e+02,2.604000000000000000e+03,-3.500000000000000000e+01,-1.900000000000000000e+01,6.300000000000000000e+01,-4.016000000000000000e+03
1.680087331208992481e+09,1.657600000000000000e+04,-2.280000000000000000e+02,2.480000000000000000e+03,-9.000000000000000000e+00,1.100000000000000000e+01,5.300000000000000000e+01,-4.016000000000000000e+03
1.680087331212117910e+09,1.668400000000000000e+04,-2.720000000000000000e+02,2.428000000000000000e+03,-3.500000000000000000e+01,-1.800000000000000000e+01,6.800000000000000000e+01,-4.000000000000000000e+03
1.680087331214652061e+09,1.674400000000000000e+04,-2.680000000000000000e+02,2.512000000000000000e+03,-2.800000000000000000e+01,2.100000000000000000e+01,8.400000000000000000e+01,-4.048000000000000000e+03
1.680087331216014862e+09,1.670000000000000000e+04,-2.800000000000000000e+02,2.552000000000000000e+03,-4.300000000000000000e+01,-1.100000000000000000e+01,4.600000000000000000e+01,-4.032000000000000000e+03
1.680087331218356371e+09,1.684800000000000000e+04,-2.160000000000000000e+02,2.564000000000000000e+03,-2.000000000000000000e+00,1.700000000000000000e+01,2.000000000000000000e+01,-3.984000000000000000e+03
1.680087331220685482e+09,1.667200000000000000e+04,-2.800000000000000000e+02,2.508000000000000000e+03,-3.600000000000000000e+01,2.100000000000000000e+01,6.700000000000000000e+01,-4.016000000000000000e+03
1.680087331222972631e+09,1.669600000000000000e+04,-3.200000000000000000e+02,2.420000000000000000e+03,-3.400000000000000000e+01,-1.700000000000000000e+01,6.700000000000000000e+01,-4.000000000000000000e+03
1.680087331225313425e+09,1.669200000000000000e+04,-2.720000000000000000e+02,2.596000000000000000e+03,-2.300000000000000000e+01,-2.200000000000000000e+01,6.000000000000000000e+01,-4.016000000000000000e+03
1.680087331227778912e+09,1.662800000000000000e+04,-2.640000000000000000e+02,2.544000000000000000e+03,-1.000000000000000000e+01,2.200000000000000000e+01,7.000000000000000000e+01,-4.032000000000000000e+03
1.680087331230046988e+09,1.677200000000000000e+04,-2.760000000000000000e+02,2.624000000000000000e+03,-6.600000000000000000e+01,-1.800000000000000000e+01,4.500000000000000000e+01,-4.016000000000000000e+03
1.680087331232563972e+09,1.667600000000000000e+04,-3.720000000000000000e+02,2.492000000000000000e+03,-2.800000000000000000e+01,4.900000000000000000e+01,6.800000000000000000e+01,-4.000000000000000000e+03
1.680087331234760284e+09,1.675600000000000000e+04,-2.720000000000000000e+02,2.628000000000000000e+03,-6.000000000000000000e+00,-8.000000000000000000e+00,5.700000000000000000e+01,-4.016000000000000000e+03
1.680087331236166954e+09,1.670000000000000000e+04,-2.720000000000000000e+02,2.720000000000000000e+03,-5.600000000000000000e+01,-3.100000000000000000e+01,6.200000000000000000e+01,-4.016000000000000000e+03
1.680087331237807989e+09,1.657200000000000000e+04,-2.960000000000000000e+02,2.564000000000000000e+03,-7.300000000000000000e+01,-1.000000000000000000e+01,6.600000000000000000e+01,-4.032000000000000000e+03
1.680087331239924669e+09,1.674800000000000000e+04,-2.440000000000000000e+02,2.576000000000000000e+03,1.000000000000000000e+00,3.000000000000000000e+00,6.900000000000000000e+01,-4.016000000000000000e+03
1.680087331242207289e+09,1.667200000000000000e+04,-3.280000000000000000e+02,2.680000000000000000e+03,-8.000000000000000000e+00,0.000000000000000000e+00,7.100000000000000000e+01,-4.000000000000000000e+03
1.680087331244559526e+09,1.670000000000000000e+04,-3.360000000000000000e+02,2.576000000000000000e+03,-2.500000000000000000e+01,-2.000000000000000000e+01,7.000000000000000000e+01,-4.000000000000000000e+03
1.680087331247237682e+09,1.666800000000000000e+04,-3.760000000000000000e+02,2.552000000000000000e+03,-3.300000000000000000e+01,-8.000000000000000000e+00,8.200000000000000000e+01,-4.000000000000000000e+03
1.680087331249810696e+09,1.672000000000000000e+04,-2.560000000000000000e+02,2.460000000000000000e+03,-1.400000000000000000e+01,1.000000000000000000e+00,5.900000000000000000e+01,-4.016000000000000000e+03
1.680087331252198696e+09,1.674000000000000000e+04,-1.800000000000000000e+02,2.540000000000000000e+03,-1.600000000000000000e+01,1.700000000000000000e+01,9.600000000000000000e+01,-4.016000000000000000e+03
1.680087331254522324e+09,1.668800000000000000e+04,-3.400000000000000000e+02,2.516000000000000000e+03,-4.400000000000000000e+01,-2.400000000000000000e+01,7.200000000000000000e+01,-4.016000000000000000e+03
1.680087331257033110e+09,1.672800000000000000e+04,-3.120000000000000000e+02,2.412000000000000000e+03,3.400000000000000000e+01,3.200000000000000000e+01,7.000000000000000000e+01,-4.016000000000000000e+03
1.680087331260212183e+09,1.665200000000000000e+04,-3.680000000000000000e+02,2.580000000000000000e+03,-3.900000000000000000e+01,0.000000000000000000e+00,6.100000000000000000e+01,-4.016000000000000000e+03
1.680087331260937691e+09,1.666400000000000000e+04,-2.520000000000000000e+02,2.508000000000000000e+03,2.000000000000000000e+00,2.400000000000000000e+01,4.600000000000000000e+01,-4.016000000000000000e+03
1.680087331261648178e+09,1.669600000000000000e+04,-3.000000000000000000e+02,2.488000000000000000e+03,-9.000000000000000000e+00,-5.000000000000000000e+00,5.000000000000000000e+01,-4.016000000000000000e+03
1.680087331264064312e+09,1.668400000000000000e+04,-3.120000000000000000e+02,2.552000000000000000e+03,8.000000000000000000e+00,3.800000000000000000e+01,5.600000000000000000e+01,-4.016000000000000000e+03
1.680087331264783621e+09,1.661200000000000000e+04,-3.120000000000000000e+02,2.516000000000000000e+03,-1.100000000000000000e+01,3.100000000000000000e+01,4.500000000000000000e+01,-4.048000000000000000e+03
1.680087331265497684e+09,1.660000000000000000e+04,-3.720000000000000000e+02,2.540000000000000000e+03,-4.000000000000000000e+01,7.000000000000000000e+00,5.500000000000000000e+01,-4.000000000000000000e+03
1.680087331266866446e+09,1.666000000000000000e+04,-3.520000000000000000e+02,2.416000000000000000e+03,-4.600000000000000000e+01,-9.000000000000000000e+00,7.100000000000000000e+01,-4.016000000000000000e+03
1.680087331268080473e+09,1.665200000000000000e+04,-3.800000000000000000e+02,2.552000000000000000e+03,-1.000000000000000000e+01,4.600000000000000000e+01,8.600000000000000000e+01,-4.016000000000000000e+03
1.680087331269530296e+09,1.671600000000000000e+04,-3.120000000000000000e+02,2.492000000000000000e+03,-4.900000000000000000e+01,9.000000000000000000e+00,6.300000000000000000e+01,-4.016000000000000000e+03
1.680087331270816326e+09,1.665600000000000000e+04,-3.280000000000000000e+02,2.544000000000000000e+03,-3.000000000000000000e+01,-2.000000000000000000e+00,5.600000000000000000e+01,-4.048000000000000000e+03
1.680087331272278786e+09,1.669200000000000000e+04,-2.120000000000000000e+02,2.456000000000000000e+03,5.000000000000000000e+00,-9.000000000000000000e+00,6.900000000000000000e+01,-4.016000000000000000e+03
