timestamp,ACCEL_X,ACCEL_Y,ACCEL_Z,GYRO_X,GYRO_Y,GYRO_Z,TEMP
1.680087331188455105e+09,1.669600000000000000e+04,1.960000000000000000e+02,1.892000000000000000e+03,6.900000000000000000e+01,-6.200000000000000000e+01,8.200000000000000000e+01,-3.664000000000000000e+03
1.680087331201378345e+09,1.669200000000000000e+04,2.800000000000000000e+02,1.932000000000000000e+03,9.200000000000000000e+01,-1.060000000000000000e+02,5.700000000000000000e+01,-3.664000000000000000e+03
1.680087331209395885e+09,1.669200000000000000e+04,1.520000000000000000e+02,1.876000000000000000e+03,1.100000000000000000e+02,-1.240000000000000000e+02,4.900000000000000000e+01,-3.648000000000000000e+03
1.680087331218019009e+09,1.660400000000000000e+04,2.160000000000000000e+02,1.928000000000000000e+03,1.090000000000000000e+02,-1.140000000000000000e+02,1.900000000000000000e+01,-3.632000000000000000e+03
1.680087331225616217e+09,1.665200000000000000e+04,1.480000000000000000e+02,1.900000000000000000e+03,1.050000000000000000e+02,-1.140000000000000000e+02,4.500000000000000000e+01,-3.648000000000000000e+03
1.680087331233495951e+09,1.664800000000000000e+04,1.440000000000000000e+02,1.848000000000000000e+03,1.090000000000000000e+02,-1.180000000000000000e+02,4.900000000000000000e+01,-3.680000000000000000e+03
1.680087331241537809e+09,1.669600000000000000e+04,9.200000000000000000e+01,1.888000000000000000e+03,1.050000000000000000e+02,-1.070000000000000000e+02,5.300000000000000000e+01,-3.664000000000000000e+03
1.680087331250096798e+09,1.666000000000000000e+04,2.160000000000000000e+02,2.000000000000000000e+03,9.300000000000000000e+01,-1.110000000000000000e+02,5.400000000000000000e+01,-3.680000000000000000e+03
1.680087331257793188e+09,1.663200000000000000e+04,1.880000000000000000e+02,1.696000000000000000e+03,8.400000000000000000e+01,-5.700000000000000000e+01,4.600000000000000000e+01,-3.648000000000000000e+03
1.680087331261758089e+09,1.666800000000000000e+04,2.040000000000000000e+02,1.928000000000000000e+03,9.600000000000000000e+01,-1.280000000000000000e+02,8.400000000000000000e+01,-3.664000000000000000e+03
1.680087331264918089e+09,1.663200000000000000e+04,1.320000000000000000e+02,1.992000000000000000e+03,8.500000000000000000e+01,-1.140000000000000000e+02,5.800000000000000000e+01,-3.664000000000000000e+03
1.680087331268197298e+09,1.661600000000000000e+04,2.320000000000000000e+02,1.912000000000000000e+03,1.170000000000000000e+02,-1.220000000000000000e+02,5.300000000000000000e+01,-3.680000000000000000e+03
1.680087331271339178e+09,1.660000000000000000e+04,1.480000000000000000e+02,1.960000000000000000e+03,5.800000000000000000e+01,-4.700000000000000000e+01,7.000000000000000000e+01,-3.648000000000000000e+03
1.680087331274553061e+09,1.664000000000000000e+04,1.480000000000000000e+02,1.960000000000000000e+03,1.210000000000000000e+02,-1.120000000000000000e+02,6.800000000000000000e+01,-3.680000000000000000e+03
1.680087331277761936e+09,1.679200000000000000e+04,2.360000000000000000e+02,1.908000000000000000e+03,9.700000000000000000e+01,-1.260000000000000000e+02,4.300000000000000000e+01,-3.648000000000000000e+03
1.680087331280975103e+09,1.654400000000000000e+04,1.840000000000000000e+02,1.844000000000000000e+03,1.220000000000000000e+02,-1.300000000000000000e+02,6.100000000000000000e+01,-3.680000000000000000e+03
1.680087331284187317e+09,1.672800000000000000e+04,2.040000000000000000e+02,1.844000000000000000e+03,1.300000000000000000e+02,-1.050000000000000000e+02,3.000000000000000000e+01,-3.648000000000000000e+03
1.680087331287486315e+09,1.665600000000000000e+04,2.840000000000000000e+02,1.712000000000000000e+03,6.100000000000000000e+01,-8.300000000000000000e+01,4.900000000000000000e+01,-3.680000000000000000e+03
1.680087331290616035e+09,1.663600000000000000e+04,1.000000000000000000e+02,1.820000000000000000e+03,8.300000000000000000e+01,-7.200000000000000000e+01,6.900000000000000000e+01,-3.664000000000000000e+03
1.680087331293931484e+09,1.659200000000000000e+04,1.400000000000000000e+02,2.052000000000000000e+03,9.600000000000000000e+01,-1.020000000000000000e+02,4.900000000000000000e+01,-3.664000000000000000e+03
1.680087331297080517e+09,1.663600000000000000e+04,1.480000000000000000e+02,1.836000000000000000e+03,1.020000000000000000e+02,-1.110000000000000000e+02,6.100000000000000000e+01,-3.664000000000000000e+03
1.680087331300240278e+09,1.656000000000000000e+04,1.880000000000000000e+02,1.916000000000000000e+03,9.500000000000000000e+01,-1.320000000000000000e+02,4.800000000000000000e+01,-3.632000000000000000e+03
