timestamp,ACCEL_X,ACCEL_Y,ACCEL_Z,GYRO_X,GYRO_Y,GYRO_Z,TEMP
1.680087331183184624e+09,1.656800000000000000e+04,-9.200000000000000000e+01,-6.240000000000000000e+02,-1.162000000000000000e+03,-6.230000000000000000e+02,-2.700000000000000000e+01,-4.864000000000000000e+03
1.680087331197344780e+09,1.674400000000000000e+04,4.000000000000000000e+00,-5.840000000000000000e+02,-1.165000000000000000e+03,-6.280000000000000000e+02,-1.600000000000000000e+01,-4.880000000000000000e+03
1.680087331205604553e+09,1.650400000000000000e+04,-8.000000000000000000e+01,-7.400000000000000000e+02,-1.178000000000000000e+03,-6.140000000000000000e+02,-3.500000000000000000e+01,-4.912000000000000000e+03
1.680087331213404655e+09,1.666400000000000000e+04,-5.600000000000000000e+01,-7.680000000000000000e+02,-1.172000000000000000e+03,-6.150000000000000000e+02,-3.900000000000000000e+01,-4.880000000000000000e+03
1.680087331221446037e+09,1.660000000000000000e+04,-3.600000000000000000e+01,-6.240000000000000000e+02,-1.176000000000000000e+03,-6.350000000000000000e+02,-4.000000000000000000e+01,-4.896000000000000000e+03
1.680087331229480505e+09,1.654000000000000000e+04,-4.000000000000000000e+00,-7.880000000000000000e+02,-1.175000000000000000e+03,-6.050000000000000000e+02,-1.500000000000000000e+01,-4.880000000000000000e+03
1.680087331237505674e+09,1.664400000000000000e+04,-6.800000000000000000e+01,-5.760000000000000000e+02,-1.128000000000000000e+03,-6.110000000000000000e+02,-2.600000000000000000e+01,-4.880000000000000000e+03
1.680087331245548010e+09,1.658400000000000000e+04,-3.200000000000000000e+01,-5.680000000000000000e+02,-1.139000000000000000e+03,-6.330000000000000000e+02,-3.100000000000000000e+01,-4.896000000000000000e+03
1.680087331253590822e+09,1.652800000000000000e+04,-1.080000000000000000e+02,-6.560000000000000000e+02,-1.197000000000000000e+03,-6.330000000000000000e+02,-2.700000000000000000e+01,-4.880000000000000000e+03
1.680087331260086775e+09,1.662400000000000000e+04,-8.800000000000000000e+01,-7.360000000000000000e+02,-1.188000000000000000e+03,-6.140000000000000000e+02,-3.300000000000000000e+01,-4.912000000000000000e+03
1.680087331263305664e+09,1.662000000000000000e+04,4.000000000000000000e+00,-7.800000000000000000e+02,-1.155000000000000000e+03,-6.530000000000000000e+02,-3.600000000000000000e+01,-4.864000000000000000e+03
1.680087331266523361e+09,1.670000000000000000e+04,-4.000000000000000000e+01,-6.640000000000000000e+02,-1.167000000000000000e+03,-6.020000000000000000e+02,-3.800000000000000000e+01,-4.896000000000000000e+03
1.680087331269735336e+09,1.661600000000000000e+04,-8.000000000000000000e+00,-8.080000000000000000e+02,-1.169000000000000000e+03,-6.290000000000000000e+02,-2.100000000000000000e+01,-4.880000000000000000e+03
1.680087331272997856e+09,1.654800000000000000e+04,-2.000000000000000000e+01,-7.000000000000000000e+02,-1.131000000000000000e+03,-6.450000000000000000e+02,-4.600000000000000000e+01,-4.912000000000000000e+03
1.680087331276236773e+09,1.655600000000000000e+04,-8.800000000000000000e+01,-6.720000000000000000e+02,-1.163000000000000000e+03,-6.260000000000000000e+02,-3.000000000000000000e+01,-4.912000000000000000e+03
1.680087331279368162e+09,1.658400000000000000e+04,-6.000000000000000000e+01,-6.320000000000000000e+02,-1.149000000000000000e+03,-6.360000000000000000e+02,-3.000000000000000000e+01,-4.912000000000000000e+03
1.680087331282638311e+09,1.653600000000000000e+04,-9.200000000000000000e+01,-6.600000000000000000e+02,-1.163000000000000000e+03,-6.320000000000000000e+02,-4.600000000000000000e+01,-4.880000000000000000e+03
1.680087331285794973e+09,1.665600000000000000e+04,-3.200000000000000000e+01,-8.560000000000000000e+02,-1.157000000000000000e+03,-6.250000000000000000e+02,-2.000000000000000000e+01,-4.912000000000000000e+03
1.680087331289004326e+09,1.655600000000000000e+04,-1.000000000000000000e+02,-5.600000000000000000e+02,-1.149000000000000000e+03,-6.350000000000000000e+02,-4.000000000000000000e+01,-4.896000000000000000e+03
1.680087331292308331e+09,1.661200000000000000e+04,-1.520000000000000000e+02,-7.600000000000000000e+02,-1.173000000000000000e+03,-6.170000000000000000e+02,-3.000000000000000000e+01,-4.896000000000000000e+03
1.680087331295422792e+09,1.664400000000000000e+04,-8.800000000000000000e+01,-7.320000000000000000e+02,-1.188000000000000000e+03,-6.470000000000000000e+02,-2.800000000000000000e+01,-4.928000000000000000e+03
