timestamp,RAW_ACCEL_X,RAW_ACCEL_Y,RAW_ACCEL_Z,RAW_TEMP,RAW_GYRO_X,RAW_GYRO_Y,RAW_GYRO_Z
1.680682238477731943e+09,1.659200000000000000e+04,2.480000000000000000e+02,2.680000000000000000e+02,-3.248000000000000000e+03,9.800000000000000000e+01,-1.120000000000000000e+02,5.200000000000000000e+01
1.680682238481551170e+09,1.674400000000000000e+04,1.720000000000000000e+02,3.800000000000000000e+02,-3.280000000000000000e+03,1.180000000000000000e+02,-1.210000000000000000e+02,4.900000000000000000e+01
1.680682238483057976e+09,1.671200000000000000e+04,1.560000000000000000e+02,2.800000000000000000e+02,-3.280000000000000000e+03,8.400000000000000000e+01,-1.030000000000000000e+02,5.400000000000000000e+01
1.680682238484404564e+09,1.663600000000000000e+04,1.400000000000000000e+02,2.680000000000000000e+02,-3.264000000000000000e+03,9.100000000000000000e+01,-9.200000000000000000e+01,5.400000000000000000e+01
1.680682238485646963e+09,1.662800000000000000e+04,1.320000000000000000e+02,2.840000000000000000e+02,-3.264000000000000000e+03,1.350000000000000000e+02,-1.270000000000000000e+02,2.300000000000000000e+01
1.680682238490439892e+09,1.658800000000000000e+04,1.240000000000000000e+02,3.520000000000000000e+02,-3.280000000000000000e+03,1.280000000000000000e+02,-9.700000000000000000e+01,6.200000000000000000e+01
1.680682238492191792e+09,1.666000000000000000e+04,1.920000000000000000e+02,2.880000000000000000e+02,-3.248000000000000000e+03,1.010000000000000000e+02,-9.500000000000000000e+01,4.800000000000000000e+01
1.680682238493505239e+09,1.675600000000000000e+04,2.120000000000000000e+02,2.160000000000000000e+02,-3.248000000000000000e+03,8.000000000000000000e+01,-1.010000000000000000e+02,4.300000000000000000e+01
1.680682238494983196e+09,1.676400000000000000e+04,1.400000000000000000e+02,2.720000000000000000e+02,-3.280000000000000000e+03,1.010000000000000000e+02,-9.600000000000000000e+01,5.600000000000000000e+01
1.680682238496420383e+09,1.664400000000000000e+04,1.640000000000000000e+02,2.920000000000000000e+02,-3.248000000000000000e+03,1.040000000000000000e+02,-1.230000000000000000e+02,4.600000000000000000e+01
