timestamp,ACCEL_X,ACCEL_Y,ACCEL_Z,GYRO_X,GYRO_Y,GYRO_Z,TEMP
1.680087331196580172e+09,1.609200000000000000e+04,1.720000000000000000e+02,3.640000000000000000e+02,-6.410000000000000000e+02,4.400000000000000000e+01,3.500000000000000000e+01,-4.624000000000000000e+03
1.680087331202517271e+09,1.616800000000000000e+04,3.080000000000000000e+02,1.040000000000000000e+02,-6.480000000000000000e+02,3.700000000000000000e+01,5.600000000000000000e+01,-4.624000000000000000e+03
1.680087331203900814e+09,1.604800000000000000e+04,2.880000000000000000e+02,2.600000000000000000e+02,-6.450000000000000000e+02,5.000000000000000000e+01,1.700000000000000000e+01,-4.608000000000000000e+03
1.680087331205295801e+09,1.620400000000000000e+04,3.480000000000000000e+02,2.240000000000000000e+02,-6.450000000000000000e+02,6.700000000000000000e+01,2.800000000000000000e+01,-4.624000000000000000e+03
1.680087331207088470e+09,1.603600000000000000e+04,3.120000000000000000e+02,3.520000000000000000e+02,-6.500000000000000000e+02,5.400000000000000000e+01,4.000000000000000000e+01,-4.608000000000000000e+03
1.680087331208444118e+09,1.610400000000000000e+04,2.240000000000000000e+02,4.880000000000000000e+02,-6.500000000000000000e+02,4.100000000000000000e+01,2.800000000000000000e+01,-4.640000000000000000e+03
1.680087331209857941e+09,1.611200000000000000e+04,2.400000000000000000e+02,2.360000000000000000e+02,-6.360000000000000000e+02,5.200000000000000000e+01,6.000000000000000000e+01,-4.640000000000000000e+03
1.680087331211224556e+09,1.598400000000000000e+04,3.080000000000000000e+02,1.680000000000000000e+02,-6.610000000000000000e+02,5.400000000000000000e+01,2.400000000000000000e+01,-4.656000000000000000e+03
1.680087331212577343e+09,1.606800000000000000e+04,2.280000000000000000e+02,1.760000000000000000e+02,-6.740000000000000000e+02,3.900000000000000000e+01,1.300000000000000000e+01,-4.640000000000000000e+03
1.680087331214290380e+09,1.605600000000000000e+04,1.960000000000000000e+02,2.640000000000000000e+02,-6.390000000000000000e+02,4.300000000000000000e+01,3.400000000000000000e+01,-4.656000000000000000e+03
1.680087331215643644e+09,1.632400000000000000e+04,3.840000000000000000e+02,1.760000000000000000e+02,-6.350000000000000000e+02,2.200000000000000000e+01,3.200000000000000000e+01,-4.592000000000000000e+03
1.680087331217144012e+09,1.627200000000000000e+04,3.160000000000000000e+02,2.080000000000000000e+02,-6.520000000000000000e+02,3.200000000000000000e+01,2.000000000000000000e+01,-4.640000000000000000e+03
1.680087331218619823e+09,1.614000000000000000e+04,2.720000000000000000e+02,2.080000000000000000e+02,-6.610000000000000000e+02,6.200000000000000000e+01,3.200000000000000000e+01,-4.592000000000000000e+03
